ID_INMUEBLE,ID _ESTADO,ESTADO,INSTITUCIÓN_A_CARGO_DEL_INMUEBLE,DENOMINACIÓN_INMUEBLE,TIPO_VIALIDAD,NOMBRE_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE,OPERACION_ORIGEN,VALOR_CATASTRAL,TITULO_PROPIEDAD
5265,13,Hidalgo,Oficialía Mayor,Primaria General Lic. Alfonso Cravioto,Avenida,Constitución ,1,sin número,Colonia,0001,Centro,84,Zimapan,42330,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,7811539.362,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5266,13,Hidalgo,Oficialía Mayor,Primaria General Justo Sierra,Calle,Heroico Colegio Militar ,sin número,sin número,Colonia,0001,Centro,84,Zimapan,42330,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,3795227.222,
5267,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Primaria General número 129,Calle,El Potrero ,100,sin número,Colonia,0001,Acatlán,01,Acatlán,43547,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,962804.54,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5268,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Zona de Telesecundaria número 36,Cerrada,de Pensador Mexicano ,sin número,sin número,Colonia,0001,Centro Sur,03,Actopan,42505,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,2292979.371,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5269,13,Hidalgo,Oficialía Mayor,Primaria General Carlos Fuentes,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Agua Blanca de Iturbide,04,Agua Blanca de Iturbide,43460,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1365780.255,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5270,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Zona de Educación Preescolar Indígena número 26,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Alfajayucan,06,Alfajayucan,42390,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,760704.8468,
5271,13,Hidalgo,Oficialía Mayor,Secundaria Técnica Escuela Secundaria Técnica 67,Calle,Luis Donaldo Colosio ,sin número,sin número,Colonia,0001,Centro,10,Atitalaquia,42970,Urbana,Edificación,Secundaria Técnica,Donación a favor de Gobierno del Estado de Hidalgo,25660131.31,
5272,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Zona de Educación Primaria Indígena número 35,Calle,Cuauhtémoc ,sin número,sin número,Colonia,0001,Centro,11,Atlapexco,43060,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,961603.4761,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5273,13,Hidalgo,Oficialía Mayor,Primaria Indígena Ignacio Allende,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43068,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,3234721.656,
5274,13,Hidalgo,Oficialía Mayor,Preescolar Conafe ,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Cardonal,15,Cardonal,42379,Urbana,Edificación,Preescolar Conafe,Donación a favor de Gobierno del Estado de Hidalgo,1084190.539,
5275,13,Hidalgo,Oficialía Mayor,Preescolar General Hogares Mexicanos,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Cardonal,15,Cardonal,42379,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,985472.7401,
5276,13,Hidalgo,Oficialía Mayor,Primaria General Héroe de Nacozari,Calle,Noche Buena ,1,sin número,Colonia,0001,Epazoyucan,22,Epazoyucan,43586,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,8108458.697,
5277,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Zona de Educación Primaria Indígena número 32,Avenida,Heroico Colegio Militar ,sin número,sin número,Colonia,0001,Barrio Bajo,25,Huautla,43050,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1087937.703,
5278,13,Hidalgo,Oficialía Mayor,No Aplica  Supevisión de Zona de Educación Primaria Indígena número 40,Calle,Barrio Anáhuac ,sin número,sin número,Colonia,0001,Huehuetla,27,Huehuetla,43430,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1087937.703,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5279,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Zona de Educación Primaria Indígena número 9,Calle,Guerrero ,sin número,sin número,Colonia,0001,La Quebradora,28,Huejutla de Reyes,43011,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,89266.68336,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5280,13,Hidalgo,Oficialía Mayor,Primaria General Agustín Melgar,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,370157.6926,
5281,13,Hidalgo,Oficialía Mayor,Primaria Indígena Guadalupe Victoria,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43004,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1175642.22,
5282,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Primaria General número 9,Calle,Ma. Tapia Lugo ,sin número,sin número,Colonia,0001,San Mateo,29,Huichapan,42403,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1925319.535,
5283,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Zona de Telesecundaria número 11,Avenida, Felipe Ángeles ,159,sin número,Colonia,0001,Centro,30,Ixmiquilpan,42300,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1412458.038,
5284,13,Hidalgo,Oficialía Mayor,No Aplica Jefatura de Sector de Educación Preescolar Indígena número 2,Calle,Corregidora ,3,sin número,Colonia,0001,Centro,30,Ixmiquilpan,42300,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1412458.038,
5285,13,Hidalgo,Oficialía Mayor,No Aplica Unidad Radiofonica Bilingüe,Avenida, General Felipe Ángeles,9,sin número,Colonia,0001,La Reforma,30,Ixmiquilpan,42302,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,800918.8489,
5286,13,Hidalgo,Oficialía Mayor,Cendi José Ma. Pino Suárez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Ixmiquilpan,30,Ixmiquilpan,42324,Urbana,Edificación,Cendi,Donación a favor de Gobierno del Estado de Hidalgo,2185041.121,
5287,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Zona de Educación Primaria Indígena número 19,Avenida, Morelos ,32,sin número,Colonia,0001,Ixmiquilpan,30,Ixmiquilpan,42321,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,980180.346,
5288,13,Hidalgo,Oficialía Mayor,Cendi Gabriela Mistral,Calle,Felipe Ángeles ,sin número,sin número,Colonia,0001,Ixmiquilpan,30,Ixmiquilpan,42305,Urbana,Edificación,Cendi,Donación a favor de Gobierno del Estado de Hidalgo,4164905.264,
5289,13,Hidalgo,Oficialía Mayor,No Aplica Pablo Neruda Supevisión de Zona de Educación Primaria Indígena número 61,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Ixmiquilpan,30,Ixmiquilpan,42300,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1661687.445,
5290,13,Hidalgo,Oficialía Mayor,Preescolar General Pablo Neruda,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Metepec,35,Metepec,43408,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1908855.242,
5291,13,Hidalgo,Oficialía Mayor,Primaria General Leóna Vicario,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,La Misión,40,La Misión,42273,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1381214.479,
5292,13,Hidalgo,Oficialía Mayor,Preescolar General El Semillero,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Mixquiahuala de Juárez,41,Mixquiahuala de Juárez,42700,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,4667398.053,
5293,13,Hidalgo,Oficialía Mayor,Preescolar General Profr. Ernestino Cano Castillo,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43100,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1228935.138,
5294,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Primaria General número 28,Avenida,Niños Héroes,138,sin número,Colonia,0001,Centro,46,San Felipe Orizatlán,43020,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1457292.42,
5295,13,Hidalgo,Oficialía Mayor,Secundaria General Leóna Vicario,Circuito,del Bosque ,sin número,sin número,Colonia,0001,Bosques del Peñar,48,Pachuca de Soto,42094,Urbana,Edificación,Secundaria General,Donación a favor de Gobierno del Estado de Hidalgo,19753043.28,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5296,13,Hidalgo,Oficialía Mayor,Preescolar General Tezozomoc,Calle,Principal ,sin número,sin número,Colonia,0001,Pisaflores,49,Pisaflores,42230,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,2214976.558,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5297,13,Hidalgo,Oficialía Mayor,Primaria General 16 de Septiembre,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Pisaflores,49,Pisaflores,42224,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2100338.898,
5298,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Primaria General número 50,Avenida,Juárez ,sin número,sin número,Colonia,0001,Centro,54,San Salvador,42640,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,2809147.04,
5299,13,Hidalgo,Oficialía Mayor,No Aplica Jefatura de Sector de Educación Secundaria General número 4,Calle,Felipe Ángeles ,sin número,sin número,Colonia,0001,Centro,54,San Salvador,42650,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1523531.318,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5300,13,Hidalgo,Oficialía Mayor,No Aplica Supevisión de Primaria General número 105,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Singuilucan,57,Singuilucan,43794,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,1330020.989,
5301,13,Hidalgo,Oficialía Mayor,Preescolar General Manuel Acuña,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Tasquillo,58,Tasquillo,42380,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,2102496.507,
5302,13,Hidalgo,Oficialía Mayor,Cendi Rosario Castellanos,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Tasquillo,58,Tasquillo,42383,Urbana,Edificación,Cendi,Donación a favor de Gobierno del Estado de Hidalgo,2020002.753,
5303,13,Hidalgo,Oficialía Mayor,Telesecundaria 792,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Tasquillo,58,Tasquillo,42383,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,782941.0465,
5304,13,Hidalgo,Oficialía Mayor,Universidad Pedagógica Naciónal-Hidalgo Unidad 131 Sede Regional Tenango de Doria,Calle,16 de Enero ,sin número,sin número,Colonia,0001,Centro,60,Tenango de Doria,43480,Urbana,Edificación,Universitaria,Donación a favor de Gobierno del Estado de Hidalgo,12526849.45,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5305,13,Hidalgo,Oficialía Mayor,Primaria para Adultos Justo Sierra,Calle,Rodrigo Gómez ,sin número,sin número,Colonia,0001,Centro,61,Tepeapulco,43990,Urbana,Edificación,Primaria Para Adultos,Donación a favor de Gobierno del Estado de Hidalgo,6231662.065,
5306,13,Hidalgo,Oficialía Mayor,Preescolar General Camilo Calva Villegas,Calle,Camilo Calva ,sin número,sin número,Colonia,0001,Tepeji del Río de Ocampo,63,Tepeji del Río de Ocampo,42875,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,2148522.348,
5307,13,Hidalgo,Oficialía Mayor,Preescolar General Joséfa Ortíz de Domínguez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Tianguistengo,68,Tianguistengo,43275,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1055464.695,
5308,13,Hidalgo,Oficialía Mayor,No Aplica Subdireccion de Servicios Regionales Tula,Avenida, Miguel Hidalgo Norte,41,sin número,Colonia,0001,El Llano Primera Sección,76,Tula de Allende,42803,Urbana,Edificación,No Aplica,Donación a favor de Gobierno del Estado de Hidalgo,39453954.38,
5309,13,Hidalgo,Oficialía Mayor,Primaria para Adultos Héroes de Chapultepec,Calle,Laureles ,sin número,sin número,Colonia,0001,Tulancingo de Bravo,77,Tulancingo de Bravo,43625,Urbana,Edificación,Primaria Para Adultos,Donación a favor de Gobierno del Estado de Hidalgo,5580719.71,
5310,13,Hidalgo,Oficialía Mayor,Secundaria Técnica Escuela Secundaria Técnica 69,Boulevard,San Alfonso ,sin número,sin número,Colonia,0001,San Alfonso,83,Zempoala,43845,Urbana,Edificación,Secundaria Técnica,Donación a favor de Gobierno del Estado de Hidalgo,20467695.61,
5311,13,Hidalgo,Oficialía Mayor,Preescolar General María Luisa Ross Landa,Calle,San Javier ,sin número,sin número,Colonia,0001,Santa Matilde,83,Zempoala,43845,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,6140308.682,
5312,13,Hidalgo,Oficialía Mayor,Primaria General Guillermo González Camarena,Calle,San Javier ,sin número,sin número,Colonia,0001,Santa Matilde,83,Zempoala,43845,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,9210463.023,
5313,13,Hidalgo,Oficialía Mayor,Preescolar General Ma. Enriqueta Camarillo de Pereyra,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Zimapan,84,Zimapan,42344,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1739775.175,
5314,13,Hidalgo,Oficialía Mayor,Primaria Indígena Jaime Torres Bodet,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Zimapan,84,Zimapan,42330,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,2266518.072,
5315,13,Hidalgo,Oficialía Mayor,Centro de Salud Mental Abraham Kanan,Calle,Fernández De Lizardi ,900,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42070,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,720720.94,
5316,13,Hidalgo,Oficialía Mayor,Centro de Salud Arbolito,Calle,"Candelario Rivas, Esquina Con Reforma",1503,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42010,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,165036.19,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
5317,13,Hidalgo,Oficialía Mayor,Centro de Salud Azoyatla,Calle,Mineral de la Reforma,sin número,sin número,Colonia,0139,Mineral de la Reforma,51,Mineral de la Reforma,42180,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,324300.44,
5318,13,Hidalgo,Oficialía Mayor,Centro de Salud Buenos Aires,Calle,Guadalupe Victoria,100,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42070,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,208494.32,
5319,13,Hidalgo,Oficialía Mayor,Centro de Control Canino,Calle,Oaxaca Y Yucatan,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42090,Urbana,Edificación,Centro de Control Canino,Donación a favor de Gobierno del Estado de Hidalgo,2236306.78,
5320,13,Hidalgo,Oficialía Mayor,Centro de Salud Cuauhtémoc,Calle,Sostenes Rocha ,600,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42020,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,648472.23,
5321,13,Hidalgo,Oficialía Mayor,Centro de Salud Cubitos,Calle, Oaxaca ,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42090,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,245929.97,
5322,13,Hidalgo,Oficialía Mayor,Centro de Salud Guadalupe,Avenida,"Los Ángeles, Esq. Calle Guadalupe",sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42050,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,248556.5,
5323,13,Hidalgo,Oficialía Mayor,Centro de Salud La Alcantarilla,Prolongación,Santiago ,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42010,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,564520.14,
5324,13,Hidalgo,Oficialía Mayor,Centro de Salud La Calera,Avenida,Minerales ,sin número,sin número,Colonia,0139,Mineral de la Reforma,51,Mineral de la Reforma,42181,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,25345.82,
5325,13,Hidalgo,Oficialía Mayor,Centro de Salud La Loma,Avenida,Lázaro Cárdenas ,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42080,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,353406.6,
5326,13,Hidalgo,Oficialía Mayor,Centro de Salud La Providencia,Avenida,Santa Cecilia ,sin número,sin número,Colonia,0027,Mineral de la Reforma,51,Mineral de la Reforma,42180,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,518283.56,
5327,13,Hidalgo,Oficialía Mayor,Centro de Salud La Raza,Calle,"Independencia, Esquina Progreso",sin número,sin número,Colonia,00001,Pachuca de Soto,48,Pachuca de Soto,42095,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,513344.7,
5328,13,Hidalgo,Oficialía Mayor,Centro de Salud Los Sabinos,Calle,Domicilio conocido,sin número,sin número,Colonia,0022,Atotonilco El Grande,12,Atotonilco El Grande,42095,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,462931.45,
5329,13,Hidalgo,Oficialía Mayor,Centro de Salud Mineral del Monte,Calle,Santa Teresa,sin número,sin número,Colonia,0001,Mineral del Monte,39,Mineral del Monte ,42180,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,1418287.8,
5330,13,Hidalgo,Oficialía Mayor,Centro de Salud Nopancalco,Calle,3 De Septiembre ,801,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42084,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,1482761.85,
5331,13,Hidalgo,Oficialía Mayor,Centro de Salud Nueva Estrella,Calle,Camelinas,1201,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42014,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,273815.87,
5332,13,Hidalgo,Oficialía Mayor,Centro de Salud Pachuquilla,Calle,"Venustiano Carranza, Esq. Fco I. Madero",sin número,sin número,Colonia,0001,Mineral de la Reforma,51,Mineral de la Reforma,42180,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,1536513.75,
5333,13,Hidalgo,Oficialía Mayor,Centro de Salud Parque de Poblamiento,Avenida,Pachuca de Soto,2,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42032,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,220351.86,
5334,13,Hidalgo,Oficialía Mayor,Centro de Salud Pueblo Nuevo (Pachuquilla Dos Carlos),Calle,Simón Volibar ,sin número,sin número,Colonia,0010,Mineral de la Reforma,51,Mineral de la Reforma,42182,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,188960.18,
5335,13,Hidalgo,Oficialía Mayor,Centro de Salud Rojo Gómez,Calle,Cosecha ,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42030,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,267726.4,
5336,13,Hidalgo,Oficialía Mayor,Centro de Salud San Miguel Cerezo,Carretera,Antigua Pachuca-El Chico ,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42100,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,567429.54,
5337,13,Hidalgo,Oficialía Mayor,Centro de Salud Santa Julia,Calle, Venustiano Carranza ,202- A,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42080,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,288655.51,
5338,13,Hidalgo,Oficialía Mayor,Centro de Salud Santa Matilde,Calle,Ejido ,11,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42119,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,1127780.37,
5339,13,Hidalgo,Oficialía Mayor,Centro de Salud Santiago Tlapacoya,Avenida, Miguel Hidalgo ,sin número,sin número,Colonia,0158,Pachuca de Soto,48,Pachuca de Soto,42110,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,951822.86,
5340,13,Hidalgo,Oficialía Mayor,Centro de Salud Saucillo,Calle,Plaza 10 De Mayo ,45,sin número,Colonia,0014,Mineral de la Reforma,51,Mineral de la Reforma,42186,Urbana,Edificación,Centro de Salud,Donación a favor de Gobierno del Estado de Hidalgo,541912.83,
5341,13,Hidalgo,Oficialía Mayor,Ampliación y Equipamiento del Centro de Salud Saucillo,Calle,Plaza 10 De Mayo ,45,sin número,Colonia,0014,Mineral de la Reforma,51,Mineral de la Reforma,42186,Urbana,Edificación,Ampliación y Equipamiento del Centro de Salud Saucillo,Donación a favor de Gobierno del Estado de Hidalgo,1708773.54,
5342,13,Hidalgo,Oficialía Mayor,Centro de Salud Tezontle,Calle, Alamo,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42084,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,764808.48,
5343,13,Hidalgo,Oficialía Mayor,Centro de Investigaciones de Salud (San Bartolo),Avenida,México,300,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42100,Urbana,Edificación,Centro de Investigaciones de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,1708773.54,
5344,13,Hidalgo,Oficialía Mayor,Almacen General,Avenida,"Parque De Poblamiento Hidalgo Unido, Constituyentes Y Circuito Gobernadores",sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42032,Urbana,Edificación,Almacen General,Donación a favor de Gobierno del Estado de Hidalgo,23076799.45,
5345,13,Hidalgo,Oficialía Mayor,Casa de Medio Camino 1,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42000,Urbana,Edificación,Casa de Medio Camino 1,Donación a favor de Gobierno del Estado de Hidalgo,1466425.02,
5346,13,Hidalgo,Oficialía Mayor,Casa de Medio Camino 2,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42000,Urbana,Edificación,Casa de Medio Camino 2,Donación a favor de Gobierno del Estado de Hidalgo,1693617.63,
5347,13,Hidalgo,Oficialía Mayor,Centro de Salud Aquíles Serdán,Calle,Sonora ,100,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42039,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,454936,
5348,13,Hidalgo,Oficialía Mayor,Centro de Salud Capula,Calle,Domicilio conocido,sin número,sin número,Colonia,0003,Mineral del Chico,38,Mineral del Chico,42125,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,231948.11,
5349,13,Hidalgo,Oficialía Mayor,Centro de Salud Carboneras,Calle,Tepzanes ,sin número,sin número,Colonia,0001,Mineral del Chico,38,Mineral del Chico,42120,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,462121.48,
5350,13,Hidalgo,Oficialía Mayor,Centro de Salud Ávila Camacho,Calle,Benito Juárez ,sin número,sin número,Colonia,0107,Mineral  de la Reforma,51,Mineral de la Reforma,42182,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,142883.5,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5351,13,Hidalgo,Oficialía Mayor,Centro de Salud Cerro Colorado,Avenida,Hidalgo Y Durango,sin número,sin número,Colonia,0001,Atotonilco El Grande,12,Atotonilco El Grande,42980,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,418007.62,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5352,13,Hidalgo,Oficialía Mayor,Centro de Salud Estanzuela,Calle,Barrio La Palma,sin número,sin número,Colonia,0001,Mineral del Chico,38,Mineral del Chico,42120,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,418007.62,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5353,13,Hidalgo,Oficialía Mayor,Centro de Salud Ojo de Agua,Calle, Principal,sin número,sin número,Colonia,0001,Huasca de Ocampo,24,Huasca de Ocampo,43510,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,433782.66,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
5354,13,Hidalgo,Oficialía Mayor,Centro de Salud Mineral del Chico,Calle,Avenida Corona Del Rosal,sin número,sin número,Colonia,0001,Mineral del Chico,38,Mineral del Chico,42120,Urbana,Edificación,Centro de Salud ,Donación a favor de Gobierno del Estado de Hidalgo,787387.04,Contrato de Donación y Transmisión de Derechos Posesorios CD y CDP 2002 004 de fecha 18 de octubre del 2002
